1;на;на;ADP;_;_;_;_;_;Word#-text##-text#480.279#480.606
2;экране;экран;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;Word#-text##-text#480.606#480.933
3;вопрос;вопрос;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;Word#-text##-text#480.933#481.26
4;/;/;PUNCT;_;_;_;_;_;Word#-text##-text#481.26#481.587
5;зачем;зачем;ADV;_;Degree=Pos;_;_;_;Word#-text##-text#481.587#481.914
6;маленькое;маленький;ADJ;_;Case=Nom|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;Word#-text##-text#481.914#482.241
7;блюдо;блюдо;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;Word#-text##-text#482.241#482.568
8;кладут;класть;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;Word#-text##-text#482.568#482.895
9;на;на;ADP;_;_;_;_;_;Word#-text##-text#482.895#483.222
10;огромную;огромный;ADJ;_;Case=Acc|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;Word#-text##-text#483.222#483.549
11;тарелку;тарелка;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;Word#-text##-text#483.549#483.879
12;?;?;PUNCT;_;_;_;_;_;Word#-text##-text#483.879#484.599
13;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#484.703#485.015
14;стёб;стёб;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#485.015#485.327
15;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#485.327#485.639
16;потому;потому;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#485.639#485.951
17;что;что;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#485.951#486.263
18;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#486.263#486.575
19;знаешь;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#486.575#486.887
20;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#486.887#487.199
21;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;Word#@ivlev1974#@ivlev1974#487.199#487.511
22;недавно;недавно;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#487.511#487.823
23;был;быть;AUX;_;Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#487.823#488.135
24;в;в;ADP;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#488.135#488.447
25;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#488.447#488.759
26;ээээээ;ээээээ;INTJ;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#488.759#489.071
27;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#489.071#489.383
28;в;в;ADP;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#489.383#489.695
29;Питере;Питер;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#489.695#490.007
30;и;и;CCONJ;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#490.007#490.319
31;вот;вот;PART;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#490.319#490.631
32;смотрел;смотреть;VERB;_;Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#490.631#490.943
33;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;Word#@ivlev1974#@ivlev1974#490.943#491.255
34;на;на;ADP;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#491.255#491.567
35;этого;этот;DET;_;Case=Acc|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#491.567#491.879
36;Малевича;Малевич;NOUN;_;Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#491.879#492.191
37;и;и;CCONJ;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#492.191#492.503
38;нихера;хер;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#492.503#492.815
39;не;не;PART;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#492.815#493.127
40;понял;понять;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#493.127#493.439
41;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#493.439#493.751
42;зачем;зачем;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#493.751#494.063
43;чувак;чувак;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#494.063#494.375
44;на;на;ADP;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#494.375#494.687
45;большое;большой;ADJ;_;Case=Acc|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#494.687#494.999
46;полотно;полотно;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#494.999#495.311
47;нанёс;нанести;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#495.311#495.623
48;квадрат;квадрат;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#495.623#495.935
49;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#495.935#496.247
50;и;и;CCONJ;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#496.247#496.559
51;все;все;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#496.559#496.871
52;по;по;ADP;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#496.871#497.183
53;этому;это;PRON;_;Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#497.183#497.495
54;сходят;сходить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#497.495#497.807
55;с;с;ADP;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#497.807#498.119
56;ума;ум;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#498.119#498.463
57;?;?;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#498.463#498.783
58;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#498.783#499.104
59;наверное;наверное;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#499.104#499.425
60;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;Word#@ivlev1974#@ivlev1974#499.425#499.746
61;вот;вот;PART;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#499.746#500.067
62;такие;такой;DET;_;Case=Nom|Number=Plur;_;_;_;Word#@ivlev1974#@ivlev1974#500.067#500.388
63;же;же;PART;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#500.388#500.709
64;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#500.709#501.031
65;знаешь;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#501.359#501.663
66;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#501.663#501.967
67;здесь;здесь;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#501.967#502.271
68;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#502.271#502.575
69;ээээээ;э;INTJ;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#502.575#502.879
70;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#502.879#503.183
71;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#503.183#503.487
72;французкий;французкий;ADJ;_;Case=Nom|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#503.487#503.791
73;стиль;стиль;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#503.791#504.095
74;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#504.095#504.399
75;в;в;ADP;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#504.399#504.703
76;первую;первый;ADJ;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#504.703#505.007
77;очередь;очередь;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#505.007#505.311
78;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#505.311#505.615
79;фрэнч;французский;ADJ;_;Case=Nom|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#505.615#505.919
80;дэкузин;x;NOUN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur;_;_;_;Word#@ivlev1974#@ivlev1974#505.919#506.223
81;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#506.223#506.527
82;да;да;INTJ;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#506.527#506.831
83;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#506.831#507.135
84;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#507.135#507.439
85;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#507.439#507.743
86;они;они;PRON;_;Case=Nom|Number=Plur|Person=3;_;_;_;Word#@ivlev1974#@ivlev1974#507.743#508.047
87;любители;любитель;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;Word#@ivlev1974#@ivlev1974#508.047#508.359
88;гострономических;гострономический;ADJ;_;Case=Gen|Degree=Pos|Number=Plur;_;_;_;Word#@ivlev1974#@ivlev1974#508.796#509.197
89;театров;театр;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;Word#@ivlev1974#@ivlev1974#509.197#509.598
90;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#509.598#509.999
91;галаужинов;галаужин;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;Word#@ivlev1974#@ivlev1974#509.999#510.4
92;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#510.4#510.801
93;большого;большой;ADJ;_;Case=Gen|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#510.801#511.202
94;количества;количество;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#511.202#511.603
95;подачь;подача;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;_;_;_;Word#@ivlev1974#@ivlev1974#511.603#512.004
96;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#512.004#512.405
97;поэтому;поэтому;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#512.405#512.806
98;там;там;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#512.806#513.207
99;чтобы;чтобы;SCONJ;_;Mood=Cnd;_;_;_;Word#@ivlev1974#@ivlev1974#513.207#513.608
100;не;не;PART;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#513.608#514.009
101;переедалось;переедаться;VERB;_;Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Pass;_;_;_;Word#@ivlev1974#@ivlev1974#514.009#514.41
102;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#514.41#514.811
103;ии;и;CCONJ;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur;_;_;_;Word#@ivlev1974#@ivlev1974#514.811#515.212
104;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#515.212#515.613
105;зачастую;зачастую;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#515.613#516.014
106;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;Word#@ivlev1974#@ivlev1974#516.014#516.415
107;иногда;иногда;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#516.415#516.816
108;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#516.816#517.217
109;либо;либо;CCONJ;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#517.217#517.618
110;попуализируем;пупуляризировать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#517.618#518.019
111;пиарим;пиарить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#518.019#518.42
112;тарелку;тарелка;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#518.42#518.843
113;показываем;показывать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#519.328#519.637
114;насколько;насколько;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#519.637#519.946
115;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;Word#@ivlev1974#@ivlev1974#519.946#520.255
116;крутыые;крутой;ADJ;_;Case=Nom|Degree=Pos|Number=Plur;_;_;_;Word#@ivlev1974#@ivlev1974#520.255#520.564
117;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#520.564#520.873
118;либо;либо;CCONJ;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#520.873#521.182
119;наоборот;наоборот;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#521.182#521.491
120;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;_;_;_;Word#@ivlev1974#@ivlev1974#521.491#521.8
121;хотим;хотеть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#521.8#522.109
122;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#522.109#522.418
123;эээ;э;INTJ;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#522.418#522.727
124;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#522.727#523.036
125;наэээ;наэээ;INTJ;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#523.036#523.345
126;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#523.345#523.654
127;на;на;ADP;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#523.654#523.963
128;первый;первый;ADJ;_;Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#523.963#524.272
129;план;план;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#524.272#524.581
130;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#524.581#524.89
131;да;да;INTJ;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#524.89#525.199
132;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#525.199#525.508
133;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#525.508#525.817
134;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#525.817#526.126
135;вывести;вывести;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#526.126#526.435
136;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#526.435#526.744
137;соответственно;соответственно;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#526.744#527.053
138;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#527.053#527.362
139;продукт;продукт;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#527.362#527.687
140;пусть;пусть;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#528.031#528.371
141;его;он;PRON;_;Case=Acc|Gender=Masc|Number=Sing|Person=3;_;_;_;Word#@ivlev1974#@ivlev1974#528.371#528.711
142;немного;немного;ADV;_;Degree=Pos;_;_;_;Word#@ivlev1974#@ivlev1974#528.711#529.051
143;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#529.051#529.391
144;но;но;CCONJ;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#529.391#529.731
145;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#529.731#530.071
146;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#530.071#530.411
147;жирдяйство;жирдяйство;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#530.411#530.751
148;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#530.751#531.093
149;знаешь;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#531.234#531.528
150;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#531.528#531.822
151;в;в;ADP;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#531.822#532.116
152;Германии;Германия;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#532.116#532.41
153;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#532.41#532.704
154;один;один;NUM;_;Case=Nom|Gender=Masc;_;_;_;Word#@ivlev1974#@ivlev1974#532.704#532.998
155;ресторан;ресторан;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#532.998#533.296
156;у;у;ADP;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#534.125#534.371
157;шефа;шеф;NOUN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#534.371#534.617
158;несколько;несколько;NUM;_;Animacy=Inan|Case=Acc;_;_;_;Word#@ivlev1974#@ivlev1974#534.617#534.863
159;звёзд;звёзд;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;_;_;_;Word#@ivlev1974#@ivlev1974#534.863#535.109
160;Мешлен;Мешлен;PROPN;_;Foreign=Yes;_;_;_;Word#@ivlev1974#@ivlev1974#535.109#535.355
161;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#535.355#535.601
162;его;его;DET;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#535.601#535.847
163;философия;философия;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#535.847#536.093
164;заключается;заключаться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;Word#@ivlev1974#@ivlev1974#536.093#536.339
165;в;в;ADP;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#536.339#536.585
166;том;то;PRON;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;Word#@ivlev1974#@ivlev1974#536.585#536.831
167;/;/;PUNCT;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#536.831#537.077
168;что;что;SCONJ;_;_;_;_;_;Word#@ivlev1974#@ivlev1974#537.077#537.323
169;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;Word#@ivlev1974#@ivlev1974#537.323#537.569
170;говорит;говорить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;Word#@ivlev1974#@ivlev1974#537.569#537.815
